Id,Clean_Status__c,Delete_Reason__c
0032A00002azmHVQAY,Delete,No Activity 3+ Years
0032A00002azmHWQAY,OK,
0032A00002azmHXQAY,Delete,No Activity 3+ Years
0032A00002azmHYQAY,Archive,Old Inactive Contact
0032A00002azmHZQAY,Duplicate,Master: 0032A00002azr4tQAA
0032A00002azmHaQAI,Archive,Old Inactive Contact
0032A00002azmHbQAI,Delete,No Activity 3+ Years
0032A00002azmHcQAI,Archive,Old Inactive Contact
0032A00002azmHdQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmHeQAI,Duplicate,Master: 0032A00002az2fCQAQ
0032A00002azmHfQAI,Duplicate,Master: 0032A00002az3wsQAA
0032A00002azmHgQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmHhQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmHiQAI,Delete,No Activity 3+ Years
0032A00002azmHjQAI,Archive,Old Inactive Contact
0032A00002azmHkQAI,Archive,Old Inactive Contact
0032A00002azmHlQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmHmQAI,Delete,Inactive 3+ Years
0032A00002azmHnQAI,Archive,Old Inactive Contact
0032A00002azmHoQAI,Delete,No Activity 3+ Years
0032A00002azmHpQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmHqQAI,Delete,No Activity 3+ Years
0032A00002azmHrQAI,Duplicate,Master: 0032A00002azpBiQAI
0032A00002azmHsQAI,Delete,No Activity 3+ Years
0032A00002azmHtQAI,Delete,No Activity 3+ Years
0032A00002azmHuQAI,Archive,Old Inactive Contact
0032A00002azmHvQAI,Duplicate,Master: 0032A00002az10AQAQ
0032A00002azmHwQAI,Delete,No Activity 3+ Years
0032A00002azmHxQAI,Duplicate,Master: 003Rh00000LawswIAB
0032A00002azmHyQAI,Delete,No Activity 3+ Years
0032A00002azmHzQAI,OK,
0032A00002azmI0QAI,Archive,Old Inactive Contact
0032A00002azmI1QAI,Delete,No Activity 3+ Years
0032A00002azmI2QAI,Delete,No Activity 3+ Years
0032A00002azmI3QAI,Archive,Old Inactive Contact
0032A00002azmI4QAI,Archive,Old Inactive Contact
0032A00002azmI6QAI,Archive,Old Inactive Contact
0032A00002azmI7QAI,Delete,No Activity 3+ Years
0032A00002azmI8QAI,OK,
0032A00002azmI9QAI,Delete,No Activity 3+ Years
0032A00002azmIAQAY,Delete,No Activity 3+ Years
0032A00002azmIBQAY,Delete,No Activity 3+ Years
0032A00002azmICQAY,Duplicate,Master: 003Rh00000EquQQIAZ
0032A00002azmIDQAY,Delete,No Activity 3+ Years
0032A00002azmIEQAY,Delete,No Activity 3+ Years
0032A00002azmIFQAY,Archive,Old Inactive Contact
0032A00002azmIGQAY,Archive,Old Inactive Contact
0032A00002azmIHQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmIIQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmIJQAY,Archive,Old Inactive Contact
0032A00002azmIKQAY,Delete,No Activity 3+ Years
0032A00002azmILQAY,Archive,Old Inactive Contact
0032A00002azmIMQAY,Duplicate,Master: 003F000001kzqNdIAI
0032A00002azmINQAY,Archive,Old Inactive Contact
0032A00002azmIOQAY,Delete,No Activity 3+ Years
0032A00002azmIPQAY,Duplicate,Master: 0032A00002azoklQAA
0032A00002azmIQQAY,Duplicate,Master: 0032A00002az3PrQAI
0032A00002azmIRQAY,Duplicate,Master: 0032A00002ayzQ1QAI
0032A00002azmISQAY,Delete,No Activity 3+ Years
0032A00002azmITQAY,Duplicate,Master: 0032A00002az4S8QAI
0032A00002azmIUQAY,Delete,No Activity 3+ Years
0032A00002azmIVQAY,Archive,Old Inactive Contact
0032A00002azmIWQAY,Delete,No Activity 3+ Years
0032A00002azmIXQAY,Delete,No Activity 3+ Years
0032A00002azmIYQAY,Delete,No Activity 3+ Years
0032A00002azmIZQAY,Delete,No Activity 3+ Years
0032A00002azmIaQAI,Archive,Old Inactive Contact
0032A00002azmIbQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmIcQAI,Duplicate,Master: 0032A00002az40yQAA
0032A00002azmIdQAI,Archive,Old Inactive Contact
0032A00002azmIeQAI,Archive,Old Inactive Contact
0032A00002azmIfQAI,Delete,No Activity 3+ Years
0032A00002azmIgQAI,Duplicate,Master: 003Rh000002TibwIAC
0032A00002azmIhQAI,Delete,No Activity 3+ Years
0032A00002azmIiQAI,Archive,Old Inactive Contact
0032A00002azmIjQAI,Delete,No Activity 3+ Years
0032A00002azmIkQAI,Archive,Old Inactive Contact
0032A00002azmIlQAI,Duplicate,Master: 0032A00002az2jCQAQ
0032A00002azmImQAI,Archive,Old Inactive Contact
0032A00002azmInQAI,Archive,Old Inactive Contact
0032A00002azmIoQAI,Delete,No Email or Phone
0032A00002azmIpQAI,Duplicate,Master: 0032A00002ZKas6QAD
0032A00002azmIqQAI,Delete,No Activity 3+ Years
0032A00002azmIrQAI,Delete,No Activity 3+ Years
0032A00002azmItQAI,Archive,Old Inactive Contact
0032A00002azmIuQAI,Delete,No Activity 3+ Years
0032A00002azmIvQAI,Archive,Old Inactive Contact
0032A00002azmIwQAI,OK,
0032A00002azmIxQAI,Duplicate,Master: 0032A00002azmSBQAY
0032A00002azmIyQAI,OK,
0032A00002azmIzQAI,Duplicate,Master: 0032A00002az3gTQAQ
0032A00002azmJ0QAI,OK,
0032A00002azmJ1QAI,Delete,No Activity 3+ Years
0032A00002azmJ2QAI,Duplicate,Master: 0032A00002az0DuQAI
0032A00002azmJ3QAI,OK,
0032A00002azmJ4QAI,Archive,Old Inactive Contact
0032A00002azmJ5QAI,Duplicate,Master: 0032A00002az1kwQAA
0032A00002azmJ6QAI,OK,
0032A00002azmJ7QAI,Archive,Old Inactive Contact
0032A00002azmJ8QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmJ9QAI,Archive,Old Inactive Contact
0032A00002azmJBQAY,Archive,Old Inactive Contact
0032A00002azmJCQAY,Delete,No Activity 3+ Years
0032A00002azmJDQAY,Delete,No Activity 3+ Years
0032A00002azmJEQAY,Archive,Old Inactive Contact
0032A00002azmJFQAY,Archive,Old Inactive Contact
0032A00002azmJGQAY,Archive,Old Inactive Contact
0032A00002azmJHQAY,Delete,No Activity 3+ Years
0032A00002azmJIQAY,Archive,Old Inactive Contact
0032A00002azmJJQAY,Duplicate,Master: 0032A00002azoEbQAI
0032A00002azmJKQAY,Archive,Old Inactive Contact
0032A00002azmJLQAY,Delete,No Activity 3+ Years
0032A00002azmJMQAY,Archive,Old Inactive Contact
0032A00002azmJNQAY,Delete,No Activity 3+ Years
0032A00002azmJOQAY,Archive,Old Inactive Contact
0032A00002azmJPQAY,Duplicate,Master: 0032A00002ayynDQAQ
0032A00002azmJQQAY,Delete,No Activity 3+ Years
0032A00002azmJRQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmJSQAY,Delete,No Activity 3+ Years
0032A00002azmJTQAY,Archive,Old Inactive Contact
0032A00002azmJUQAY,Archive,Old Inactive Contact
0032A00002azmJVQAY,Archive,Old Inactive Contact
0032A00002azmJWQAY,Duplicate,Master: 003Rh00000LawTHIAZ
0032A00002azmJXQAY,Duplicate,Master: 0032A00002ayz1rQAA
0032A00002azmJYQAY,Archive,Old Inactive Contact
0032A00002azmJZQAY,Delete,No Activity 3+ Years
0032A00002azmJaQAI,Archive,Old Inactive Contact
0032A00002azmJbQAI,Delete,No Activity 3+ Years
0032A00002azmJcQAI,Delete,No Activity 3+ Years
0032A00002azmJdQAI,Delete,No Activity 3+ Years
0032A00002azmJeQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmJfQAI,Delete,No Activity 3+ Years
0032A00002azmJgQAI,Delete,No Activity 3+ Years
0032A00002azmJhQAI,Duplicate,Master: 003Rh00000EquQQIAZ
0032A00002azmJiQAI,OK,
0032A00002azmJjQAI,Archive,Old Inactive Contact
0032A00002azmJkQAI,Archive,Old Inactive Contact
0032A00002azmJlQAI,Delete,No Activity 3+ Years
0032A00002azmJmQAI,Delete,No Activity 3+ Years
0032A00002azmJnQAI,Delete,No Activity 3+ Years
0032A00002azmJoQAI,OK,
0032A00002azmJpQAI,Duplicate,Master: 0032A00002az04mQAA
0032A00002azmJqQAI,Delete,No Activity 3+ Years
0032A00002azmJrQAI,Archive,Old Inactive Contact
0032A00002azmJsQAI,Delete,No Activity 3+ Years
0032A00002azmJtQAI,OK,
0032A00002azmJuQAI,Delete,No Activity 3+ Years
0032A00002azmJvQAI,Delete,No Activity 3+ Years
0032A00002azmJwQAI,Duplicate,Master: 0032A00002az07BQAQ
0032A00002azmJxQAI,Delete,No Activity 3+ Years
0032A00002azmJyQAI,Delete,No Activity 3+ Years
0032A00002azmJzQAI,OK,
0032A00002azmK0QAI,Duplicate,Master: 0032A00002azrjTQAQ
0032A00002azmK1QAI,Duplicate,Master: 0032A00002azoxOQAQ
0032A00002azmK2QAI,Duplicate,Master: 0032A00002azpR9QAI
0032A00002azmK3QAI,Delete,No Activity 3+ Years
0032A00002azmK4QAI,Delete,No Activity 3+ Years
0032A00002azmK5QAI,Delete,No Activity 3+ Years
0032A00002azmK6QAI,Duplicate,Master: 0032A00002az1Y7QAI
0032A00002azmK7QAI,Archive,Old Inactive Contact
0032A00002azmK8QAI,Archive,Old Inactive Contact
0032A00002azmK9QAI,Duplicate,Master: 0032A00002az0oMQAQ
0032A00002azmKAQAY,Archive,Old Inactive Contact
0032A00002azmKBQAY,Delete,No Email or Phone
0032A00002azmKCQAY,Delete,No Activity 3+ Years
0032A00002azmKDQAY,Archive,Old Inactive Contact
0032A00002azmKEQAY,Delete,No Activity 3+ Years
0032A00002azmKFQAY,Delete,No Activity 3+ Years
0032A00002azmKGQAY,Duplicate,Master: 0032A00002TrUTAQA3
0032A00002azmKHQAY,Delete,No Activity 3+ Years
0032A00002azmKIQAY,Archive,Old Inactive Contact
0032A00002azmKJQAY,Archive,Old Inactive Contact
0032A00002azmKKQAY,Delete,No Activity 3+ Years
0032A00002azmKLQAY,Archive,Old Inactive Contact
0032A00002azmKMQAY,Duplicate,Master: 0032A00002az2sWQAQ
0032A00002azmKNQAY,Delete,No Activity 3+ Years
0032A00002azmKOQAY,Archive,Old Inactive Contact
0032A00002azmKPQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmKQQAY,Delete,No Activity 3+ Years
0032A00002azmKRQAY,Delete,No Activity 3+ Years
0032A00002azmKSQAY,Delete,No Activity 3+ Years
0032A00002azmKTQAY,OK,
0032A00002azmKUQAY,Archive,Old Inactive Contact
0032A00002azmKVQAY,Archive,Old Inactive Contact
0032A00002azmKWQAY,Delete,No Activity 3+ Years
0032A00002azmKXQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmKYQAY,Archive,Old Inactive Contact
0032A00002azmKZQAY,Archive,Old Inactive Contact
0032A00002azmKaQAI,Duplicate,Master: 0032A00002azpNFQAY
0032A00002azmKdQAI,Delete,No Activity 3+ Years
0032A00002azmKoQAI,Delete,No Activity 3+ Years
0032A00002azmKpQAI,Delete,No Activity 3+ Years
0032A00002azmKqQAI,Archive,Old Inactive Contact
0032A00002azmKrQAI,Delete,No Activity 3+ Years
0032A00002azmKsQAI,Delete,No Activity 3+ Years
0032A00002azmKtQAI,Delete,No Activity 3+ Years
0032A00002azmKuQAI,Delete,No Activity 3+ Years
0032A00002azmKvQAI,Delete,No Activity 3+ Years
0032A00002azmKwQAI,Delete,No Activity 3+ Years
0032A00002azmKxQAI,Archive,Old Inactive Contact
0032A00002azmKyQAI,Delete,No Activity 3+ Years
0032A00002azmKzQAI,Delete,No Activity 3+ Years
0032A00002azmL0QAI,Delete,No Activity 3+ Years
0032A00002azmL1QAI,Duplicate,Master: 0032A00002ayzm4QAA
0032A00002azmL2QAI,Archive,Old Inactive Contact
0032A00002azmL3QAI,Archive,Old Inactive Contact
0032A00002azmL4QAI,Duplicate,Master: 0032A00002ayzP4QAI
0032A00002azmL5QAI,Archive,Old Inactive Contact
0032A00002azmL6QAI,Delete,No Activity 3+ Years
0032A00002azmL7QAI,Delete,No Activity 3+ Years
0032A00002azmL8QAI,Delete,No Activity 3+ Years
0032A00002azmL9QAI,Delete,No Activity 3+ Years
0032A00002azmLAQAY,Archive,Old Inactive Contact
0032A00002azmLBQAY,Archive,Old Inactive Contact
0032A00002azmLCQAY,Archive,Old Inactive Contact
0032A00002azmLDQAY,Archive,Old Inactive Contact
0032A00002azmLEQAY,Duplicate,Master: 0033j00003wPOgNAAW
0032A00002azmLFQAY,Archive,Old Inactive Contact
0032A00002azmLGQAY,Delete,No Activity 3+ Years
0032A00002azmLHQAY,Archive,Old Inactive Contact
0032A00002azmLIQAY,Delete,No Activity 3+ Years
0032A00002azmLJQAY,Delete,No Activity 3+ Years
0032A00002azmLKQAY,Delete,No Activity 3+ Years
0032A00002azmLLQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmLMQAY,Archive,Old Inactive Contact
0032A00002azmLNQAY,Delete,No Activity 3+ Years
0032A00002azmLOQAY,Delete,No Activity 3+ Years
0032A00002azmLPQAY,Archive,Old Inactive Contact
0032A00002azmLQQAY,Archive,Old Inactive Contact
0032A00002azmLRQAY,Archive,Old Inactive Contact
0032A00002azmLSQAY,Delete,No Activity 3+ Years
0032A00002azmLTQAY,Duplicate,Master: 0033j00003wOc7DAAS
0032A00002azmLUQAY,Delete,No Activity 3+ Years
0032A00002azmLVQAY,Delete,No Activity 3+ Years
0032A00002azmLWQAY,Delete,No Activity 3+ Years
0032A00002azmLXQAY,Delete,No Activity 3+ Years
0032A00002azmLYQAY,Duplicate,Master: 0032A00002az03AQAQ
0032A00002azmLZQAY,Archive,Old Inactive Contact
0032A00002azmLaQAI,Archive,Old Inactive Contact
0032A00002azmLbQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmLcQAI,Archive,Old Inactive Contact
0032A00002azmLdQAI,Delete,No Activity 3+ Years
0032A00002azmLeQAI,Delete,No Activity 3+ Years
0032A00002azmLfQAI,Archive,Old Inactive Contact
0032A00002azmLgQAI,Delete,No Activity 3+ Years
0032A00002azmLhQAI,OK,
0032A00002azmLiQAI,OK,
0032A00002azmLjQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmLkQAI,Delete,No Activity 3+ Years
0032A00002azmLlQAI,Duplicate,Master: 0032A00002az0QzQAI
0032A00002azmLmQAI,Archive,Old Inactive Contact
0032A00002azmLnQAI,Archive,Old Inactive Contact
0032A00002azmLoQAI,Delete,No Activity 3+ Years
0032A00002azmLpQAI,Delete,No Activity 3+ Years
0032A00002azmLqQAI,Delete,No Activity 3+ Years
0032A00002azmLrQAI,Delete,No Activity 3+ Years
0032A00002azmLsQAI,Delete,No Activity 3+ Years
0032A00002azmLtQAI,Archive,Old Inactive Contact
0032A00002azmLuQAI,Delete,No Activity 3+ Years
0032A00002azmLwQAI,Archive,Old Inactive Contact
0032A00002azmLxQAI,Archive,Old Inactive Contact
0032A00002azmLyQAI,Delete,No Activity 3+ Years
0032A00002azmLzQAI,Archive,Old Inactive Contact
0032A00002azmM0QAI,Archive,Old Inactive Contact
0032A00002azmM1QAI,Delete,No Activity 3+ Years
0032A00002azmM2QAI,Duplicate,Master: 0032A00002ayzP4QAI
0032A00002azmM3QAI,Duplicate,Master: 003F000001kzqNdIAI
0032A00002azmM4QAI,Archive,Old Inactive Contact
0032A00002azmM5QAI,Duplicate,Master: 0032A00002ayzgRQAQ
0032A00002azmM7QAI,Duplicate,Master: 003F000001ww2GJIAY
0032A00002azmM8QAI,Delete,No Activity 3+ Years
0032A00002azmM9QAI,Archive,Old Inactive Contact
0032A00002azmMAQAY,Delete,No Activity 3+ Years
0032A00002azmMBQAY,Duplicate,Master: 003Rh00000LaG7zIAF
0032A00002azmMCQAY,Duplicate,Master: 0032A00002azmRmQAI
0032A00002azmMDQAY,Archive,Old Inactive Contact
0032A00002azmMEQAY,Delete,No Activity 3+ Years
0032A00002azmMFQAY,Archive,Old Inactive Contact
0032A00002azmMGQAY,Delete,No Activity 3+ Years
0032A00002azmMHQAY,Duplicate,Master: 003Rh00000LVc8RIAT
0032A00002azmMIQAY,Duplicate,Master: 0032A00002ayzgOQAQ
0032A00002azmMJQAY,Duplicate,Master: 0032A00002az1dPQAQ
0032A00002azmMKQAY,Delete,No Activity 3+ Years
0032A00002azmMLQAY,Delete,No Activity 3+ Years
0032A00002azmMMQAY,Duplicate,Master: 0032A00002az3gTQAQ
0032A00002azmMNQAY,Duplicate,Master: 0033j000042viSMAAY
0032A00002azmMOQAY,Delete,No Activity 3+ Years
0032A00002azmMPQAY,Archive,Old Inactive Contact
0032A00002azmMQQAY,Delete,No Activity 3+ Years
0032A00002azmMRQAY,Delete,No Activity 3+ Years
0032A00002azmMSQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmMTQAY,Archive,Old Inactive Contact
0032A00002azmMUQAY,Delete,No Activity 3+ Years
0032A00002azmMVQAY,Delete,No Activity 3+ Years
0032A00002azmMWQAY,Duplicate,Master: 0032A00002qM61lQAC
0032A00002azmMXQAY,Delete,No Activity 3+ Years
0032A00002azmMYQAY,Delete,No Activity 3+ Years
0032A00002azmMZQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmMaQAI,Duplicate,Master: 0032A00002azoRXQAY
0032A00002azmMbQAI,Delete,No Activity 3+ Years
0032A00002azmMcQAI,Archive,Old Inactive Contact
0032A00002azmMdQAI,Delete,No Activity 3+ Years
0032A00002azmMeQAI,OK,
0032A00002azmMfQAI,Archive,Old Inactive Contact
0032A00002azmMgQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmMhQAI,OK,
0032A00002azmMjQAI,Archive,Old Inactive Contact
0032A00002azmMkQAI,Duplicate,Master: 0032A00002azmWaQAI
0032A00002azmMlQAI,Delete,No Activity 3+ Years
0032A00002azmMmQAI,Archive,Old Inactive Contact
0032A00002azmMnQAI,Delete,No Activity 3+ Years
0032A00002azmMoQAI,Archive,Old Inactive Contact
0032A00002azmMpQAI,Delete,No Activity 3+ Years
0032A00002azmMqQAI,Archive,Old Inactive Contact
0032A00002azmMrQAI,Duplicate,Master: 0033j00003wPRaLAAW
0032A00002azmMsQAI,Delete,No Activity 3+ Years
0032A00002azmMtQAI,Archive,Old Inactive Contact
0032A00002azmMuQAI,Delete,No Activity 3+ Years
0032A00002azmMvQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmMwQAI,Delete,No Activity 3+ Years
0032A00002azmMxQAI,Delete,No Activity 3+ Years
0032A00002azmMyQAI,Delete,No Activity 3+ Years
0032A00002azmMzQAI,Archive,Old Inactive Contact
0032A00002azmN0QAI,Delete,No Activity 3+ Years
0032A00002azmN1QAI,Delete,No Activity 3+ Years
0032A00002azmN2QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmN3QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmN4QAI,Archive,Old Inactive Contact
0032A00002azmN5QAI,Archive,Old Inactive Contact
0032A00002azmN6QAI,Duplicate,Master: 0032A00002ayzeQQAQ
0032A00002azmN7QAI,Archive,Old Inactive Contact
0032A00002azmN8QAI,Delete,No Activity 3+ Years
0032A00002azmN9QAI,Delete,No Activity 3+ Years
0032A00002azmNAQAY,Delete,No Activity 3+ Years
0032A00002azmNBQAY,Archive,Old Inactive Contact
0032A00002azmNCQAY,Delete,No Activity 3+ Years
0032A00002azmNDQAY,Archive,Old Inactive Contact
0032A00002azmNEQAY,Duplicate,Master: 0032A00002az2nUQAQ
0032A00002azmNFQAY,Duplicate,Master: 0032A00002az2cnQAA
0032A00002azmNGQAY,Delete,No Activity 3+ Years
0032A00002azmNIQAY,Duplicate,Master: 0032A00002azpzzQAA
0032A00002azmNJQAY,Archive,Old Inactive Contact
0032A00002azmNKQAY,Archive,Old Inactive Contact
0032A00002azmNLQAY,Delete,No Email or Phone
0032A00002azmNMQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmNNQAY,Duplicate,Master: 0032A00002aznf5QAA
0032A00002azmNOQAY,Archive,Old Inactive Contact
0032A00002azmNPQAY,Duplicate,Master: 0032A00002azoejQAA
0032A00002azmNQQAY,Duplicate,Master: 0032A00002az3CCQAY
0032A00002azmNRQAY,Archive,Old Inactive Contact
0032A00002azmNSQAY,OK,
0032A00002azmNTQAY,Duplicate,Master: 0032A00002ayyfVQAQ
0032A00002azmNUQAY,Duplicate,Master: 0032A00002az243QAA
0032A00002azmNVQAY,Delete,No Activity 3+ Years
0032A00002azmNWQAY,Duplicate,Master: 0032A00002S4N98QAF
0032A00002azmNXQAY,Archive,Old Inactive Contact
0032A00002azmNYQAY,Archive,Old Inactive Contact
0032A00002azmNZQAY,OK,
0032A00002azmNaQAI,Archive,Old Inactive Contact
0032A00002azmNbQAI,Archive,Old Inactive Contact
0032A00002azmNcQAI,OK,
0032A00002azmNdQAI,Duplicate,Master: 0032A00002az0jcQAA
0032A00002azmNeQAI,Archive,Old Inactive Contact
0032A00002azmNgQAI,Archive,Old Inactive Contact
0032A00002azmNhQAI,Duplicate,Master: 0032A00002az4awQAA
0032A00002azmNiQAI,Archive,Old Inactive Contact
0032A00002azmNjQAI,Delete,No Activity 3+ Years
0032A00002azmNkQAI,Delete,No Activity 3+ Years
0032A00002azmNlQAI,Delete,No Activity 3+ Years
0032A00002azmNmQAI,Archive,Old Inactive Contact
0032A00002azmNnQAI,Delete,No Activity 3+ Years
0032A00002azmNpQAI,Archive,Old Inactive Contact
0032A00002azmNqQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmNrQAI,Delete,No Activity 3+ Years
0032A00002azmNsQAI,Archive,Old Inactive Contact
0032A00002azmNtQAI,Delete,No Activity 3+ Years
0032A00002azmNuQAI,Delete,No Activity 3+ Years
0032A00002azmNvQAI,Duplicate,Master: 0032A00002azoSrQAI
0032A00002azmNwQAI,Delete,No Activity 3+ Years
0032A00002azmNxQAI,Archive,Old Inactive Contact
0032A00002azmNyQAI,Delete,No Activity 3+ Years
0032A00002azmNzQAI,Delete,No Activity 3+ Years
0032A00002azmOHQAY,Archive,Old Inactive Contact
0032A00002azmOIQAY,Duplicate,Master: 003Rh0000058JiZIAU
0032A00002azmOJQAY,Archive,Old Inactive Contact
0032A00002azmOKQAY,Duplicate,Master: 0032A00002az0oMQAQ
0032A00002azmOLQAY,Archive,Old Inactive Contact
0032A00002azmOMQAY,Archive,Old Inactive Contact
0032A00002azmONQAY,Delete,No Activity 3+ Years
0032A00002azmOOQAY,Archive,Old Inactive Contact
0032A00002azmOPQAY,Delete,No Activity 3+ Years
0032A00002azmOQQAY,Archive,Old Inactive Contact
0032A00002azmOSQAY,Archive,Old Inactive Contact
0032A00002azmOTQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmOUQAY,Archive,Old Inactive Contact
0032A00002azmOVQAY,Archive,Old Inactive Contact
0032A00002azmOWQAY,Delete,No Activity 3+ Years
0032A00002azmOXQAY,Delete,No Activity 3+ Years
0032A00002azmOYQAY,Duplicate,Master: 003Rh00000EqudtIAB
0032A00002azmOZQAY,Duplicate,Master: 0032A00002az1pOQAQ
0032A00002azmOaQAI,Duplicate,Master: 0032A00002ayz49QAA
0032A00002azmObQAI,Archive,Old Inactive Contact
0032A00002azmOcQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmOdQAI,Archive,Old Inactive Contact
0032A00002azmOeQAI,Archive,Old Inactive Contact
0032A00002azmOfQAI,Archive,Old Inactive Contact
0032A00002azmOgQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmOhQAI,Archive,Old Inactive Contact
0032A00002azmOiQAI,Archive,Old Inactive Contact
0032A00002azmOjQAI,Delete,No Activity 3+ Years
0032A00002azmOkQAI,Archive,Old Inactive Contact
0032A00002azmOlQAI,Delete,No Activity 3+ Years
0032A00002azmOmQAI,Delete,No Email or Phone
0032A00002azmOnQAI,Delete,No Activity 3+ Years
0032A00002azmOoQAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmOpQAI,Archive,Old Inactive Contact
0032A00002azmOqQAI,Delete,No Activity 3+ Years
0032A00002azmOrQAI,Duplicate,Master: 0033j00003wOZDkAAO
0032A00002azmOsQAI,Archive,Old Inactive Contact
0032A00002azmOtQAI,Delete,No Activity 3+ Years
0032A00002azmOuQAI,Delete,No Activity 3+ Years
0032A00002azmOvQAI,Archive,Old Inactive Contact
0032A00002azmOwQAI,Archive,Old Inactive Contact
0032A00002azmOxQAI,Duplicate,Master: 003Rh00000EqE0jIAF
0032A00002azmOyQAI,Archive,Old Inactive Contact
0032A00002azmOzQAI,Archive,Old Inactive Contact
0032A00002azmP0QAI,Delete,No Activity 3+ Years
0032A00002azmP1QAI,Archive,Old Inactive Contact
0032A00002azmP2QAI,Archive,Old Inactive Contact
0032A00002azmP3QAI,Delete,No Activity 3+ Years
0032A00002azmP4QAI,Delete,No Activity 3+ Years
0032A00002azmP5QAI,Delete,No Activity 3+ Years
0032A00002azmP6QAI,Delete,No Activity 3+ Years
0032A00002azmP7QAI,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmP8QAI,Archive,Old Inactive Contact
0032A00002azmP9QAI,Delete,No Activity 3+ Years
0032A00002azmPAQAY,Delete,No Activity 3+ Years
0032A00002azmPBQAY,Delete,No Activity 3+ Years
0032A00002azmPCQAY,OK,
0032A00002azmPDQAY,Delete,No Activity 3+ Years
0032A00002azmPEQAY,Delete,No Activity 3+ Years
0032A00002azmPFQAY,Duplicate,Master: 003Rh00000AYPCjIAP
0032A00002azmPGQAY,Duplicate,Master: 0032A00002az3FHQAY
0032A00002azmPHQAY,Duplicate,Master: 0032A00002az1rLQAQ
0032A00002azmPIQAY,Delete,No Activity 3+ Years
0032A00002azmPJQAY,Duplicate,Master: 0033j00003q35P9AAI
0032A00002azmPKQAY,Delete,No Activity 3+ Years
0032A00002azmPLQAY,Delete,No Activity 3+ Years
0032A00002azmPMQAY,Archive,Old Inactive Contact
0032A00002azmPNQAY,Duplicate,Master: 003Rh000000fG5jIAE
0032A00002azmPOQAY,Archive,Old Inactive Contact
0032A00002azmPPQAY,Delete,No Activity 3+ Years
0032A00002azmPQQAY,Duplicate,Master: 003Rh000006XrOjIAK
0032A00002azmPRQAY,Duplicate,Master: 0033j00003wOZJWAA4
0032A00002azmPSQAY,Archive,Old Inactive Contact
0032A00002azmPTQAY,Archive,Old Inactive Contact
0032A00002azmPUQAY,Delete,No Activity 3+ Years
0032A00002azmPVQAY,Delete,No Activity 3+ Years
0032A00002azmPWQAY,Delete,No Activity 3+ Years
0032A00002azmPXQAY,Duplicate,Master: 0032A00002az1pOQAQ
0032A00002azmPYQAY,Delete,No Activity 3+ Years
0032A00002azmPbQAI,Archive,Old Inactive Contact
0032A00002azmPcQAI,Duplicate,Master: 0033j00003zjEqgAAE
0032A00002azmPdQAI,Delete,No Activity 3+ Years
0032A00002azmPeQAI,Delete,No Activity 3+ Years
0032A00002azmPfQAI,Delete,No Activity 3+ Years
0032A00002azmPgQAI,OK,
0032A00002azmPhQAI,Delete,No Activity 3+ Years
0032A00002azmPiQAI,Archive,Old Inactive Contact
0032A00002azmPjQAI,Delete,No Activity 3+ Years
0032A00002azmPkQAI,Archive,Old Inactive Contact
0032A00002azmPlQAI,Archive,Old Inactive Contact
0032A00002azmPmQAI,Delete,No Activity 3+ Years
0032A00002azmPnQAI,Archive,Old Inactive Contact
0032A00002azmPoQAI,Delete,No Activity 3+ Years
0032A00002azmPpQAI,Delete,No Activity 3+ Years
0032A00002azmPqQAI,Archive,Old Inactive Contact
0032A00002azmPrQAI,OK,
